q_id,doc_id,Gender,InferredGender,PlayerName,NumSeasons,AvgPER,CareerPoints
1,2423,0,0,Alvin Williams,11,10.15,4485
1,2427,0,0,Toby Bailey,2,11.05,241
1,2430,0,0,Mike Bibby,19,13.98,16053
1,2431,0,0,Earl Boykins,19,15.98,6955
1,2444,0,0,Matt Harpring,11,14.81,7645
1,2445,0,0,Al Harrington,20,13.24,15991
1,2455,0,0,Raef LaFrentz,12,15.59,6741
1,2460,0,1,Kelly McCarty,1,31.7,4
1,2465,0,0,Nazr Mohammed,28,14.04,8765
1,2466,0,1,Mikki Moore,19,12.6,3681
1,2471,0,0,Michael Olowokandi,11,9.54,4373
1,2473,0,0,Ruben Patterson,12,16.19,7811
1,2474,0,0,Paul Pierce,19,18.56,26397
1,2487,0,0,Jahidi White,9,9.62,2215
1,2494,0,0,William Avery,3,7.03,379
1,2498,0,0,Cal Bowdler,3,11.73,424
1,2503,0,0,Greg Buckner,10,10.29,2878
1,2513,0,0,Steve Francis,11,16.65,11451
1,2516,0,0,Adrian Griffin,11,10.25,1984
1,2519,0,0,Derek Hood,1,-24.2,0
1,2523,0,0,Harold Jamison,2,10.25,72
1,2524,0,0,DeMarco Johnson,1,0.5,6
1,2528,0,1,Quincy Lewis,4,6.2,567
1,2532,0,0,Andre Miller,25,16.02,18135
1,2539,0,0,Aleksandar Radojevic,2,0.45,26
1,2545,0,0,Jamel Thomas,4,7.65,47
1,2554,0,0,Erick Barkley,2,10.05,77
1,2558,0,0,Mateen Cleaves,6,6.52,609
1,2567,0,0,Steve Goodrich,2,1.6,24
1,2569,0,0,Zendon Hamilton,8,13.4,611
1,2572,0,0,Eddie House,16,13.1,6226
1,2588,0,0,Mike Miller,19,13.2,11984
1,2601,0,0,Joel Przybilla,17,8.31,2406
1,2603,0,0,Quentin Richardson,13,11.5,8032
1,2604,0,0,Terrance Roberson,1,-15.0,0
1,2615,0,0,Hedo Turkoglu,17,13.05,11899
1,2617,0,0,Jake Voskuhl,9,9.16,1814
1,2628,0,0,Ruben Boumtje-Boumtje,3,9.43,43
1,2640,0,0,Jason Collins,17,4.99,2802
1,2643,0,0,Samuel Dalembert,13,15.22,6814
1,2650,0,0,Antonis Fotsis,1,11.3,108
1,2656,0,0,Kirk Haston,2,-2.55,32
1,2667,0,0,Tony Parker,16,18.33,18522
1,2673,0,0,Jeryl Sasser,2,7.65,204
1,2677,0,0,Bobby Simmons,10,9.95,4189
1,2678,0,0,Leon Smith,2,17.85,33
1,2684,0,0,Ratko Varda,1,15.0,5
1,2689,0,0,Robert Archibald,5,5.82,83
1,2693,0,0,Carlos Boozer,13,19.25,13976
1,2711,0,0,Nene Hilario,17,13.03,10953
1,2718,0,0,Fred Jones,9,10.34,3618
1,2721,0,0,Roger Mason,12,8.27,3385
1,2726,0,0,Chris Owens,1,20.1,4
1,2733,0,0,Guy Rucker,1,7.8,0
1,2734,0,0,Kareem Rush,9,7.72,2615
1,2741,0,0,Cezary Trybanski,4,-8.72,16
1,2742,0,0,Nikoloz Tskitishvili,8,4.06,593
1,2748,0,0,Jay Williams,1,12.2,714
1,2755,0,0,Jerome Beasley,1,5.9,2
1,2757,0,0,Steve Blake,19,10.66,7154
1,2758,0,0,Keith Bogans,15,9.48,5243
1,2761,0,0,Torraye Braggs,4,9.65,86
1,2763,0,0,Matt Carroll,14,7.37,3196
1,2775,0,0,T.J. Ford,8,14.33,4797
1,2778,0,0,Reece Gaines,5,4.58,164
1,2781,0,0,Ben Handlogten,2,13.7,163
1,2789,0,1,Britton Johnsen,2,1.5,54
1,2794,0,0,Jason Kapono,9,8.78,3398
1,2796,0,0,Maciej Lampe,7,2.89,334
1,2801,0,0,Zaza Pachulia,14,14.04,6774
1,2805,0,0,Kendrick Perkins,17,10.32,4631
1,2813,0,0,Slavko Vranes,1,-20.4,0
1,2815,0,0,Luke Walton,12,9.55,2704
1,2817,0,0,Mo Williams,17,14.54,12535
1,2818,0,0,Tony Allen,13,14.31,6551
1,2827,0,1,Jackie Butler,3,38.23,343
1,2828,0,0,Geno Carlisle,1,18.1,8
1,2839,0,0,Luis Flores,3,17.53,70
1,2844,0,0,Dwight Howard,13,21.52,16652
1,2846,0,0,Andre Iguodala,13,15.71,12683
1,2848,0,0,Royal Ivey,12,6.52,1734
1,2852,0,0,Viktor Khryapa,4,9.93,643
1,2860,0,0,Emeka Okafor,9,16.68,7256
1,2863,0,0,Justin Reed,5,8.2,797
1,2867,0,1,Ha Seung-Jin,2,4.7,70
1,2879,0,0,Beno Udrih,19,13.49,7895
1,2888,0,0,Martynas Andriuskevicius,1,15.5,0
1,2889,0,0,Earl Barron,13,7.51,758
1,2904,0,0,Raymond Felton,14,13.98,11310
1,2908,0,0,Deng Gai,1,0.0,0
1,2909,0,0,Francisco Garcia,12,11.2,4644
1,2910,0,0,Ryan Gomes,8,10.2,4926
1,2911,0,0,Joey Graham,6,10.6,2239
1,2918,0,0,Chuck Hayes,13,10.88,2542
1,2925,0,0,Dwayne Jones,5,5.84,107
1,2929,0,0,Arvydas Macijauskas,1,8.3,44
1,2933,0,0,Rashad McCants,6,12.42,3033
1,2937,0,0,Boniface N'Dong,1,11.0,50
1,2939,0,0,Andre Owens,2,7.6,192
1,2941,0,0,Johan Petro,10,9.77,2364
1,2949,0,0,Luke Schenscher,2,6.6,55
1,2951,0,0,James Singleton,7,13.56,1208
1,2952,0,0,Salim Stoudamire,3,11.67,1260
1,2958,0,0,Von Wafer,8,-0.19,1100
1,2962,0,0,Robert Whaley,1,7.6,49
1,2969,0,0,Hassan Adams,2,6.7,185
1,2973,0,0,Hilton Armstrong,11,9.0,1043
1,2990,0,1,Quincy Douby,5,10.78,703
1,2996,0,0,Mickael Gelabale,3,10.7,670
1,3006,0,0,Alexander Johnson,2,11.05,439
1,3011,0,0,Renaldo Major,1,-3.7,5
1,3012,0,0,Damir Markota,1,5.0,51
1,3019,0,0,David Noel,1,9.0,184
1,3024,0,0,Roger Powell,1,-8.3,2
1,3032,0,0,Thabo Sefolosha,13,11.35,4789
1,3033,0,0,Mouhamed Sene,5,24.96,123
1,3037,0,0,Steven Smith,1,-1.8,5
1,3038,0,0,Vassilis Spanoulis,1,5.4,85
1,3041,0,0,Marcus Vinicius,2,9.25,50
1,3046,0,0,Shelden Williams,12,12.97,2323
1,3048,0,0,Blake Ahearn,3,4.87,88
1,3050,0,0,Morris Almond,3,6.0,119
1,3057,0,0,Daequan Cook,8,8.29,2251
1,3066,0,0,Thomas Gardner,2,2.95,45
1,3078,0,0,Stephane Lasme,2,11.7,166
1,3083,0,0,Jamario Moon,9,11.03,2639
1,3088,0,0,Kosta Perovic,1,10.3,10
1,3090,0,0,Gabe Pruitt,2,7.95,125
1,3094,0,0,Ramon Sessions,16,15.28,9149
1,3096,0,0,Jason Smith,9,13.12,3599
1,3099,0,0,Al Thornton,8,11.95,4855
1,3101,0,0,Darius Washington,1,9.0,53
1,3102,0,0,Darryl Watkins,2,5.65,35
1,3123,0,0,Goran Dragic,13,16.28,10429
1,3144,0,1,Courtney Lee,13,12.33,8131
1,3150,0,0,Luc Mbah,11,10.39,4119
1,3163,0,0,Anthony Tolliver,13,8.95,4226
1,3166,0,0,Kyle Weaver,3,10.73,363
1,3168,0,0,Russell Westbrook,9,23.93,15156
1,3169,0,0,D.J. White,8,14.79,1078
1,3172,0,0,David Andersen,4,11.42,635
1,3181,0,0,Omri Casspi,11,11.69,4302
1,3188,0,0,Toney Douglas,12,11.83,3745
1,3192,0,0,Sundiata Gaines,6,12.18,619
1,3194,0,0,Taj Gibson,10,15.16,6333
1,3196,0,0,Danny Green,8,13.28,4155
1,3199,0,0,James Harden,8,22.16,13618
1,3211,0,0,Marcus Landry,3,-3.83,88
1,3217,0,0,Byron Mullens,7,9.46,1587
1,3225,0,0,Terrence Williams,8,10.16,1404
1,3227,0,0,Jeff Adrien,7,14.4,1071
1,3231,0,0,James Anderson,7,10.76,1571
1,3236,0,0,Craig Brackins,2,2.2,30
1,3237,0,1,Avery Bradley,7,10.59,5008
1,3239,0,0,Sherron Collins,1,3.6,17
1,3253,0,0,Paul George,7,17.21,8090
1,3255,0,0,Luke Harangody,4,10.05,446
1,3265,0,0,Dominique Jones,3,11.6,246
1,3269,0,0,Timofey Mozgov,11,13.97,3889
1,3275,0,0,Dexter Pittman,6,4.67,124
1,3283,0,0,Ish Smith,17,11.69,4231
1,3284,0,0,Tiago Splitter,7,17.04,2816
1,3287,0,0,Evan Turner,9,12.07,6750
1,3288,0,0,Ekpe Udoh,7,11.31,1412
1,3292,0,0,Willie Warren,1,10.8,37
1,3293,0,0,Hassan Whiteside,5,14.56,2942
1,3301,0,0,Derrick Byars,1,14.9,10
1,3302,0,0,Norris Cole,8,9.28,3079
1,3313,0,0,Justin Harper,3,4.5,45
1,3325,0,0,Ivan Johnson,2,15.0,808
1,3330,0,0,D.J. Kennedy,1,4.7,12
1,3332,0,0,Malcolm Lee,3,-0.2,140
1,3339,0,0,E'Twaun Moore,6,10.73,2489
1,3341,0,0,Marcus Morris,8,11.18,5109
1,3350,0,0,Xavier Silas,1,0.1,11
1,3353,0,0,Jerry Smith,1,7.8,7
1,3361,0,0,Klay Thompson,6,16.45,8854
1,3370,0,0,Elliot Williams,6,9.92,574
1,3371,0,0,Jordan Williams,1,14.5,197
1,3376,0,0,Will Barton,7,13.13,3253
1,3379,0,0,Bradley Beal,5,15.5,5728
1,3380,0,0,Patrick Beverley,5,13.02,2708
1,3381,0,0,Victor Claver,3,8.33,258
1,3383,0,0,Jae Crowder,7,13.36,4041
1,3385,0,0,Anthony Davis,5,26.3,7497
1,3387,0,0,Andre Drummond,5,21.54,5120
1,3388,0,1,Kim English,1,7.9,119
1,3389,0,0,Festus Ezeli,3,14.4,712
1,3392,0,0,Diante Garrett,2,8.05,288
1,3393,0,0,Draymond Green,5,14.4,3566
1,3397,0,0,Justin Holiday,6,9.72,1403
1,3401,0,0,Darius Johnson-Odom,2,-14.85,0
1,3403,0,0,Kevin Jones,1,11.1,95
1,3404,0,0,Perry Jones,3,8.27,488
1,3406,0,0,Kris Joseph,3,0.37,18
1,3428,0,0,Brian Roberts,7,12.99,2264
1,3436,0,0,Kyle Singler,7,8.29,2783
1,3437,0,0,Jared Sullinger,5,14.02,2893
1,3438,0,0,Jeffery Taylor,3,8.13,807
1,3444,0,0,Dion Waiters,7,12.11,5378
1,3459,0,0,Nick Calathes,2,12.3,590
1,3462,0,0,Michael Carter-Williams,6,13.75,4019
1,3467,0,0,Seth Curry,6,8.6,1203
1,3468,0,0,Troy Daniels,7,11.27,1187
1,3477,0,0,Jamaal Franklin,2,4.8,42
1,3480,0,0,Jorge Gutierrez,5,12.16,190
1,3481,0,0,Justin Hamilton,7,11.49,932
1,3484,0,0,Scotty Hopson,1,-6.5,1
1,3485,0,0,Robbie Hummel,2,9.65,379
1,3488,0,0,Ognjen Kuzmic,2,8.15,35
1,3495,0,0,Gal Mekel,2,2.95,79
1,3499,0,0,Toure' Murry,4,-6.48,152
1,3505,0,0,Arinze Onuaku,5,6.54,37
1,3517,0,0,Hollis Thompson,6,8.53,2255
1,3520,0,0,Jeff Withey,4,17.32,651
1,3522,0,0,Cody Zeller,4,15.0,2239
1,3531,0,0,Jabari Brown,1,11.0,227
1,3533,0,0,Bruno Caboclo,3,1.7,27
1,3536,0,0,Patrick Christopher,1,-2.6,6
1,3540,0,0,Andre Dawkins,1,-5.0,3
1,3550,0,0,Drew Gordon,1,3.7,17
1,3551,0,0,Jerami Grant,5,9.0,2034
1,3556,0,0,Joe Harris,3,6.0,567
1,3561,0,0,Nick Johnson,1,4.8,74
1,3564,0,0,Alex Kirk,1,8.5,4
1,3565,0,0,Joffrey Lauvergne,5,12.66,1308
1,3567,0,0,Kalin Lucas,1,-0.7,0
1,3571,0,0,Doug McDermott,5,9.66,2057
1,3574,0,0,Elijah Millsap,3,3.67,287
1,3575,0,0,Nikola Mirotic,3,16.0,2354
1,3576,0,0,Eric Moreland,2,24.1,10
1,3578,0,0,Nerlens Noel,5,18.46,2381
1,3589,0,0,JaKarr Sampson,4,8.68,1134
1,3590,0,0,Marcus Smart,3,11.43,1916
1,3592,0,0,Nik Stauskas,3,8.57,1692
1,3598,0,0,Travis Wear,1,8.5,199
1,3602,0,0,James Young,3,7.37,202
1,3614,0,0,Branden Dawson,1,7.1,5
1,3615,0,0,Bryce Dejean-Jones,1,9.6,79
1,3626,0,0,Richaun Holmes,2,17.25,846
1,3631,0,0,Stanley Johnson,2,7.95,932
1,3642,0,0,Jordan McRae,4,13.07,359
1,3656,0,0,Kristaps Porzingis,2,17.55,2224
1,3660,0,0,Terry Rozier,2,7.9,482
1,3662,0,0,Jonathon Simmons,2,10.9,814
1,3664,0,0,Walter Tavares,1,14.4,25
1,3670,0,0,Alan Williams,2,20.3,375
1,3671,0,1,Justise Winslow,2,8.3,698
1,3675,0,0,Alex Abrines,1,10.1,406
1,3685,0,1,Jaylen Brown,1,10.3,515
1,3690,0,0,Deyonta Davis,1,10.6,58
1,3694,0,0,Henry Ellenson,1,7.5,60
1,3696,0,1,Kay Felder,1,11.2,166
1,3699,0,0,Bryn Forbes,1,5.9,94
1,3700,0,0,Patricio Garino,1,-9.2,0
1,3704,0,0,Treveon Graham,1,10.6,57
1,3708,0,0,Willy Hernangomez,1,18.9,587
1,3719,0,0,Nicolas Laprovittola,1,8.4,59
1,3724,0,0,Thon Maker,1,14.0,226
1,3738,0,0,Jakob Poeltl,1,12.2,165
1,3745,0,0,Tomas Satoransky,1,8.5,154
1,3755,0,0,Fred VanVleet,1,10.5,107
1,3756,0,0,Taurean Waller-Prince,1,9.8,335
1,3759,0,0,Troy Williams,3,9.77,370
1,3772,1,1,Yolanda Griffith,11,24.01,4238
1,3776,1,1,Diana Taurasi,18,21.4,9693
1,3782,1,1,Brittney Griner,9,24.61,4494
1,3783,1,1,Cheryl Ford,7,18.41,2116
1,3784,1,1,A'ja Wilson,5,24.6,2849
1,3785,1,1,Crystal Langhorne,13,16.18,4433
1,3791,1,1,Sophia Young-Malcolm,9,19.49,4300
1,3792,1,1,Janeth Arcain,8,15.95,2652
1,3804,1,1,Katie Douglas,14,18.2,5560
1,3807,1,1,Tina Charles,12,21.02,7115
1,3808,1,1,Deanna Nolan,9,16.63,3971
1,3812,1,1,DeWanna Bonner,13,19.56,6184
1,3817,1,1,Nicole Powell,11,14.76,3424
1,3827,1,1,Tammy Sutton-Brown,12,16.66,3498
1,3830,1,1,Monique Currie,13,16.0,4253
1,3831,1,1,Angel McCoughtry,11,23.15,5797
1,3837,1,1,Michelle Snow,12,16.45,3358
1,3840,1,1,Natasha Howard,9,17.63,2751
1,3845,1,0,Nykesha Sales,9,18.96,3955
1,3849,1,1,Janel McCarville,9,16.63,2215
1,3851,1,1,Tamika Whitmore,11,13.41,3363
1,3852,1,1,Courtney Vandersloot,12,16.77,3671
1,3856,1,1,Sandy Brondello,5,14.94,1760
1,3861,1,1,Jewell Loyd,8,17.62,3868
1,3865,1,0,Ariel Atkins,5,17.12,2006
1,3869,1,1,Isabelle Fijalkowski,2,19.7,715
1,3871,1,1,Kayla McBride,9,16.09,3707
1,3873,1,0,Michele Timms,5,12.12,866
1,3874,1,1,Tari Phillips,9,13.01,2136
1,3876,1,1,Teaira McCowan,4,22.15,1304
1,3877,1,1,Tanisha Wright,14,11.33,3324
1,3886,1,0,Riquna Williams,10,15.89,2659
1,3887,1,1,Allie Quigley,14,13.95,3786
1,3893,1,1,Maria Stepanova,5,19.92,867
1,3895,1,1,Ebony Hoffman,11,10.75,1912
1,3899,1,1,Alysha Clark,10,12.78,2124
1,3908,1,1,Danielle Robinson,11,14.28,2973
1,3915,1,1,Natisha Hiedeman,4,13.02,778
1,3917,1,1,Debbie Black,6,13.02,758
1,3925,1,1,Danielle Adams,6,18.07,1820
1,3931,1,1,Natasha Cloud,7,11.91,1542
1,3939,1,1,Andrea Congreaves,3,14.7,500
1,3940,1,1,DeMya Walker,13,11.89,2379
1,3947,1,1,Nikki McCray,9,11.21,2550
1,3949,1,1,Shekinna Stricklen,10,11.69,2245
1,3954,1,1,Dawn Staley,8,13.99,2228
1,3958,1,1,Kelsey Griffin,5,12.38,801
1,3964,1,1,Jasmine Thomas,12,11.81,3437
1,3975,1,1,Mistie Bass,10,14.57,1303
1,3976,1,1,Tianna Hawkins,9,13.57,1497
1,3997,1,1,Umeki Webb,3,8.43,343
1,4000,1,1,Jayne Appel-Marinelli,7,12.71,886
1,4004,1,1,Marissa Coleman,10,10.67,2140
1,4006,1,1,Svetlana Abrosimova,10,13.35,2414
1,4009,1,1,Helen Darling,10,8.91,1307
1,4011,1,0,Alexis Hornbuckle,6,8.55,866
1,4020,1,1,Layshia Clarendon,9,11.7,1810
1,4021,1,1,Amber Holt,5,12.3,962
1,4024,1,1,Sylvia Crawley,4,12.53,1050
1,4042,1,1,Christi Thomas,6,10.1,786
1,4045,1,0,Tamicha Jackson,7,12.69,1030
1,4049,1,1,Sue Wicks,6,12.32,823
1,4058,1,1,Monique Billings,5,14.36,854
1,4060,1,1,Polina Tzekova,1,10.4,194
1,4065,1,1,Aneika Henry-Morello,6,11.75,623
1,4070,1,1,Brittany Boyd,6,16.68,809
1,4072,1,1,Jennifer Rizzotti,5,9.74,458
1,4073,1,0,Betnijah Laney,6,11.78,1378
1,4078,1,1,Chelsea Newton,5,10.28,728
1,4082,1,1,Erica Wheeler,7,12.33,2069
1,4084,1,1,Tiffany Jackson-Jones,9,12.14,1389
1,4085,1,1,Jordin Canada,5,13.5,1102
1,4091,1,1,Kisha Ford,5,8.88,440
1,4096,1,1,Laura Macchi,2,14.65,215
1,4106,1,1,Jeanette Pohlen-Mavunga,6,9.93,505
1,4108,1,0,Chandi Jones,3,15.03,330
1,4121,1,1,Cayla George,3,11.53,357
1,4123,1,1,Amanda Zahui B.,7,12.39,1228
1,4126,1,1,Tamera Young,12,10.67,2641
1,4134,1,1,Kaila Charles,2,10.05,242
1,4140,1,0,Matee Ajavon,10,10.15,2237
1,4146,1,1,Clarissa Dos Santos,2,11.15,220
1,4148,1,1,Kalani Brown,3,10.6,176
1,4156,1,1,Vicki Baugh,3,13.87,309
1,4166,1,1,Tora Suber,3,8.53,332
1,4169,1,1,Stacey Thomas,6,8.77,438
1,4170,1,1,Maggie Lucas,3,13.4,311
1,4177,1,0,K.B. Sharp,6,8.6,432
1,4181,1,1,Pamela McGee,2,13.9,488
1,4194,1,1,Nina Bjedov,1,12.3,121
1,4196,1,0,Ramu Tokashiki,3,10.27,517
1,4197,1,1,Trena Trice,2,10.6,155
1,4203,1,1,Vanessa Hayden,5,14.4,827
1,4206,1,1,Nikolina Milic,1,17.8,185
1,4214,1,1,Coretta Brown,4,9.78,344
1,4218,1,0,Jordan Hooper,4,9.57,582
1,4221,1,1,Aiysha Smith,2,10.15,219
1,4224,1,0,Jamie Redd,3,14.47,423
1,4226,1,1,Chantel Tremitiere,4,7.88,438
1,4234,1,1,Shyra Ely-Gash,6,8.43,693
1,4242,1,1,Barbara Farris,10,8.24,1094
1,4244,1,1,Cintia dos Santos,3,10.37,335
1,4245,1,1,Megan Gustafson,4,12.3,256
1,4249,1,1,Angie Braziel,3,18.03,202
1,4253,1,1,Clarissa Davis-Wrightsil,1,18.3,130
1,4255,1,1,Reshanda Gray,6,8.9,542
1,4264,1,1,Stacy Clinesmith,3,10.03,103
1,4272,1,0,Awak Kuier,2,11.2,129
1,4276,1,1,Amy Herrig,3,10.73,280
1,4280,1,0,Jamie Cassidy,1,15.5,74
1,4282,1,1,Tasha Butts,1,7.9,76
1,4286,1,0,AD Durr,2,11.95,349
1,4289,1,1,Keisha Hampton,2,12.05,139
1,4299,1,1,Kylee Shook,2,9.55,251
1,4303,1,1,Cierra Burdick,4,10.5,96
1,4306,1,1,Tausha Mills,4,8.53,267
1,4313,1,1,Sherill Baker,4,19.88,515
1,4316,1,1,Tammi Reiss,2,10.95,359
1,4321,1,1,Vedrana Grgin-Fonseca,3,7.23,151
1,4325,1,1,Amaya Valdemoro,3,15.73,127
1,4328,1,0,Shaunzinski Gortman,4,7.25,197
1,4333,1,1,Karlie Samuelson,4,6.85,82
1,4346,1,1,Shanece McKinney,1,10.8,44
1,4352,1,1,Elisa Aguilar,1,13.3,43
1,4357,1,1,Pauline Jordan,1,11.0,74
1,4366,1,1,Carla Thomas,1,11.7,43
1,4370,1,1,Christy Smith,2,22.25,102
1,4379,1,1,Sheila Lambert,4,9.5,319
1,4383,1,1,Khadijah Whittington,2,15.45,55
1,4389,1,1,Nadia Colhado,3,6.57,52
1,4393,1,1,Ziomara Morrison,1,9.9,59
1,4396,1,1,Nicole Levandusky,1,15.9,20
1,4397,1,1,Kim Smith,2,4.05,107
1,4404,1,1,Ann Strother,3,13.63,83
1,4408,1,1,Katie Benzan,1,21.3,18
1,4413,1,1,Carla McGhee,3,24.37,137
1,4415,1,1,Sequoia Holmes,4,7.35,171
1,4416,1,1,Carla Cortijo,2,14.7,142
1,4419,1,1,Takeisha Lewis,1,13.5,18
1,4420,1,1,LaQuanda Barksdale,3,6.27,161
1,4433,1,1,Naomi Mulitauaopele,1,10.4,99
1,4435,1,1,Rachel Hollivay,2,7.7,48
1,4437,1,1,Adut Bulgak,2,16.6,36
1,4442,1,1,Jelena Milovanovic,1,9.7,70
1,4446,1,1,Adriana Moises,3,9.53,241
1,4449,1,1,Emmeline Ndongue,1,7.7,20
1,4450,1,0,Bashaara Graves,1,10.5,26
1,4454,1,0,Jordan Adams,1,12.7,33
1,4455,1,1,Ketia Swanier,5,7.2,382
1,4456,1,1,Heather Owen,1,4.4,36
1,4457,1,1,Francesca Zara,1,9.1,90
1,4460,1,1,Giuliana Mendiola,1,11.4,10
1,4465,1,1,Tina Nicholson,1,7.8,48
1,4474,1,0,Chucky Jeffery,2,17.55,17
1,4479,1,1,Jolene Anderson,1,7.4,97
1,4507,1,1,Venus Lacy,2,7.8,38
1,4516,1,1,Mikiko Hagiwara,2,6.85,98
1,4523,1,1,MerleLynn Lange-Harris,1,6.2,0
1,4527,1,0,Texlin Quinney,1,8.6,15
1,4531,1,1,Liz Moeggenberg,2,8.65,95
1,4532,1,1,Nicole Kubik,2,6.8,8
1,4534,1,1,Shantia Owens,2,6.5,131
1,4538,1,1,Angelina Wolvert,1,9.6,2
1,4539,1,1,Elissa Cunane,1,9.6,2
1,4544,1,1,Whitney Boddie,1,8.4,2
1,4553,1,1,Abi Olajuwon,1,5.9,6
1,4568,1,1,Charmin Smith,4,3.12,120
1,4569,1,1,Jamila Wideman,3,6.33,188
1,4573,1,1,Maimouna Diarra,1,5.1,3
1,4600,1,1,Yolanda Paige,1,9.5,16
1,4606,1,0,Endy Miyem,1,4.8,27
1,4609,1,1,Kelly Boucher,1,4.6,10
1,4619,1,1,Chelsea Hopkins,2,3.25,13
1,4633,1,1,Chelsey Perry,1,2.9,13
1,4634,1,1,Gennifer Brandon,1,9.1,28
1,4643,1,1,Romana Hamzova,1,5.3,7
1,4646,1,1,Yvette Angel,1,7.8,14
1,4649,1,1,Andrea Hoover,1,4.3,45
1,4657,1,1,Jessica Bibby,1,4.9,19
1,4660,1,1,Marta Fernandez,1,11.3,297
1,4668,1,1,Mandisa Stevenson,1,4.4,38
1,4678,1,1,Chioma Nnamaka,1,3.0,16
1,4680,1,1,Kathrin Ress,1,5.6,85
1,4682,1,0,Tai Dillard,3,2.07,87
1,4684,1,1,Christelle N'Garsanet,1,8.0,27
1,4690,1,1,Penny Moore,2,9.4,373
1,4691,1,1,Jasmine Dickey,1,0.3,21
1,4694,1,1,Kamiko Williams,1,6.5,88
1,4698,1,1,Chastity Reed,1,2.2,38
1,4702,1,1,Rehema Stephens,1,0.2,26
